id,en_name,zh_name,summary,related
207,妇女入职怪谈,妇女入职怪谈,"【魔女组打分：19】①主楼评分基于打分细则2.0，评论区更新细则3.0评分 ②作者为反反性缘lf,不推荐rf",https://www.douban.com/group/topic/314511431/
208,In Other Waters,孤星寂海,【魔女组打分：18】,https://www.douban.com/group/topic/302863029/
209,Laika: Aged Through Blood,莱卡：鲜血铸就,【魔女组打分：18】①评分基于打分细则1.0 ②另有一评分为+11的打分贴 ③另有一分析思考帖,https://www.douban.com/group/topic/297886788/
210,SEASON: A letter to the future,寄梦远方,【魔女组打分：17】,https://www.douban.com/group/topic/303999974/
211,Open Sorcery,开放巫术,【魔女组打分：17】,https://www.douban.com/group/topic/312533999/
212,Dungeons of Hinterberg,辛特堡传说,【魔女组打分：16】另有一短评,https://www.douban.com/group/topic/310182793/
213,Torn Away,流离归途,【魔女组打分：16】,https://www.douban.com/group/topic/313814184/
214,FORSPOKEN,魔咒之地,【魔女组打分：15】另有一短评,https://www.douban.com/group/topic/301633358/
215,Wavetale,乘风破浪,【魔女组打分：14】,https://www.douban.com/group/topic/284866047/
216,创创练习室,创创练习室,【魔女组打分：14】,https://www.douban.com/group/topic/314121014/
217,GYLT,,【魔女组打分：14】,https://www.douban.com/group/topic/313809618/
218,Cateau,巴黎遇猫记,【魔女组打分：13】,https://www.douban.com/group/topic/294500838/
219,Horizon Zero Dawn,地平线 零之曙光,【魔女组打分：12】另有一短评,https://www.douban.com/group/topic/303197883/
220,Finding Hannah,寻找汉娜,【魔女组打分：12】,https://www.douban.com/group/topic/314274714/
221,Alba: a wildlife adventure,阿尔芭与野生动物的故事,【魔女组打分：11.5】①评分基于打分细则1.0 ②另有一评分为+8的打分贴,https://www.douban.com/group/topic/284386727/
222,Letters - a written adventure,书信人生,【魔女组打分：11】评分基于打分细则3.0,https://www.douban.com/group/topic/320886639/
223,The Stillness of the Wind,寂静的风,【魔女组打分：11】评分基于打分细则1.0,https://www.douban.com/group/topic/287806067/
224,Laika: Aged Through Blood,莱卡：鲜血铸就,【魔女组打分：11】①评分基于打分细则1.0 ②另有一分析思考帖,https://www.douban.com/group/topic/298480659/
225,The Chant,邪吟,【魔女组打分：9】,https://www.douban.com/group/topic/314230027/
226,The Wreck,浮生千百事,【魔女组打分：9】另有一批评贴（女男性缘篇幅过长）,https://www.douban.com/group/topic/314405516/
227,Alba: a wildlife adventure,阿尔芭与野生动物的故事,【魔女组打分：8】,https://www.douban.com/group/topic/310014861/
228,Life is Strange,奇异人生 ,【魔女组打分：8】【链接已失效】①评分基于打分细则1.0 ②另有一评分为-6的打分贴,https://www.douban.com/group/topic/285976645/
229,Planet of lana,拉娜之星,【魔女组打分：8】评分基于打分细则1.0,https://www.douban.com/group/topic/289628390/
230,Little Nightmares ,小小梦魇,【魔女组打分：8】评分基于打分细则1.0,https://www.douban.com/group/topic/298822502/
231,The Expanse: A Telltale Series,苍穹浩瀚,【魔女组打分：8】,https://www.douban.com/group/topic/314232524/
232,Metal: Hellsinger,重金属：地狱歌手,【魔女组打分：7】未通关，打分仅供参考,https://www.douban.com/group/topic/314421326/
233,Life is Strange: True Colors,奇异人生：本色,【魔女组打分：7】,https://www.douban.com/group/topic/313858043/
234,Tchia,奇娅,【魔女组打分：7】,https://www.douban.com/group/topic/302798434/
235,Gris,格莉斯的旅程,【魔女组打分：7】评分基于打分细则1.0,https://www.douban.com/group/topic/298630348/
236,Sable,沙贝,【魔女组打分：6】评分基于打分细则1.0,https://www.douban.com/group/topic/284412150/
237,Copycat,冒牌猫谜,【魔女组打分：6】虽然打分为正但不推荐游玩！,https://www.douban.com/group/topic/317347509/
238,A Short Hike,短途旅行,【魔女组打分：6】①评分基于打分细则1.0 ②另有一批评,https://www.douban.com/group/topic/284312346/
239,BLACKTAIL,女巫悲歌,【魔女组打分：6】评分基于打分细则1.0,https://www.douban.com/group/topic/285973685/
240,Wylde Flowers,怀尔德之花,【魔女组打分：6】,https://www.douban.com/group/topic/314368096/
241,Tales from Candleforth,烛台故事,【魔女组打分：6】有优点但雷更多,https://www.douban.com/group/topic/317979588/
242,Kena: Bridge of Spirits,柯娜：精神之桥,【魔女组打分：5】,https://www.douban.com/group/topic/315123483/
243,Jotun,巨人约顿,【魔女组打分：5】,https://www.douban.com/group/topic/316319630/
244,Open Roads,阳关大道,【魔女组打分：5】,https://www.douban.com/group/topic/315210347/
245,Scarlet Hollow,绯红山谷,【魔女组打分：5】,https://www.douban.com/group/topic/313918701/
246,Subnautica: Below Zero,深海迷航-冰点之下,【魔女组打分：5】评分基于打分细则1.0,https://www.douban.com/group/topic/284463015/
247,1f y0u're a gh0st ca11 me here!,幽铃热线,【魔女组打分：5】评分基于打分细则1.0,https://www.douban.com/group/topic/285443853/
248,Resident Evil: Revelations 2,生化危机：启示录2,【魔女组打分：4】内含生化危机系列排雷，除了第2部其它都不值得玩,https://www.douban.com/group/topic/314002629/
249,Werewolf: The Apocalypse — Purgatory,狼人启示录：炼狱,【魔女组打分：4】,https://www.douban.com/group/topic/314316430/
250,Hauma,豪麻,【魔女组打分：4】,https://www.douban.com/group/topic/314173092/
251,NO Straghit Roads,革命曲途 ,【魔女组打分：4】,https://www.douban.com/group/topic/313998318/
252,The Outer Worlds,天外世界,【魔女组打分：3.5】,https://www.douban.com/group/topic/317845355/
253,Planetka,星球防御,【魔女组打分：3】,https://www.douban.com/group/topic/314799757/
254,Wingspan,展翅翱翔,【魔女组打分：3】,https://www.douban.com/group/topic/314765184/
255,The Big Con,大骗局,【魔女组打分：3】,https://www.douban.com/group/topic/314758207/
256,Risk of Rain 2,雨中冒险2,【魔女组打分：3】【链接已失效】,https://www.douban.com/group/topic/285926597/
257,The Last Campfire,最后的篝火,【魔女组打分：3】,https://www.douban.com/group/topic/309303425/
258,Mia and the Dragon Princess,米娅与龙公主,【魔女组打分：3】,https://www.douban.com/group/topic/313821668/
259,GreedFall,贪婪之秋,【魔女组打分：3】评分基于打分细则1.0,https://www.douban.com/group/topic/299058017/
260,Fling to the Finish,终极拉扯,【魔女组打分：2】另有一批评,https://www.douban.com/group/topic/314459492/
261,Hidden … Cats / Looking For Cats / Cats Hidden in,,【魔女组打分：2】,https://www.douban.com/group/topic/316193943/
262,Cats Hidden in Jingle Jam / Paris / Christmas,隐藏在…的猫,【魔女组打分：2】,https://www.douban.com/group/topic/314758238/
263,20 Minutes Till Dawn,黎明前20分钟,【魔女组打分：2】评分基于打分细则1.0,https://www.douban.com/group/topic/298011913/
264,Jusant,退潮,【魔女组打分：2】,https://www.douban.com/group/topic/308589033/
265,Sayonara Wild Hearts,再见狂野之心,【魔女组打分：2】批评贴,https://www.douban.com/group/topic/321280458/
266,A Plague Tale: Requiem,瘟疫传说：安魂曲,【魔女组打分：1】,https://www.douban.com/group/topic/314416326/
267,The Spirit and the Mouse,精灵与老鼠,【魔女组打分：1】,https://www.douban.com/group/topic/316668082/
268,Pyre,柴堆,【魔女组打分：1】评分基于打分细则1.0,https://www.douban.com/group/topic/298263355/
269,Bloodless,无血武士,【魔女组打分：0】另有一批评,https://www.douban.com/group/topic/314751310/
270,Potionomics,魔药经济学,【魔女组打分：0】 ,https://www.douban.com/group/topic/316722791/
271,Disney Dreamlight Valley,迪士尼梦幻星谷,【魔女组：推荐】,https://www.douban.com/group/topic/284235874/
272,The Outer Worlds,天外世界,【魔女组：推荐】,https://www.douban.com/group/topic/284235874/
273,Find me,,【魔女组：推荐】,https://www.douban.com/group/topic/289250073/
274,Dino Island - relaxing idle game,,【魔女组：推荐】,https://www.douban.com/group/topic/298035830/
275,Assassin's Creed Odyssey,刺客信条：奥德赛,【魔女组：不推荐】根据组内其她短评，游戏内含有闝倡内容且非批判目的，改为不推荐,https://www.douban.com/group/topic/284235874/
276,Dishonored 2,耻辱2,【魔女组：不推荐】【链接已失效】根据组内其她打分贴，游戏内含有闝倡内容且非批判目的，改为不推荐,https://www.douban.com/group/topic/286084797/
277,Methods: The Detective Competition,探案法：侦探大赛,【魔女组：不推荐】游戏为全男主创游戏，改为不推荐,https://www.douban.com/group/topic/308134889/
278,Methods: The Detective Competition,探案法：侦探大赛,【魔女组：不推荐】游戏为全男主创游戏，改为不推荐,https://www.douban.com/group/topic/314447196/
279,Methods: The Canada Files,探案法：加拿大档案,【魔女组：不推荐】游戏为全男主创游戏，改为不推荐,https://www.douban.com/group/topic/299477415/
280,Withering Rooms,枯萎的房间,【魔女组：不推荐】游戏为全男主创游戏，改为不推荐,https://www.douban.com/group/topic/313656627/
281,TOEM: A Photo Adventure,时间：摄影冒险,【魔女组：不推荐】游戏为全男主创游戏，改为不推荐,https://www.douban.com/group/topic/284407111/
282,我只需要一阵风……,我只需要一阵风……,【魔女组：不推荐】游戏为全男主创游戏，改为不推荐,https://www.douban.com/group/topic/300966963/
283,Timelie,时间线,【魔女组打分：-1】,https://www.douban.com/group/topic/315844362/
284,The Invincible,无敌号,【魔女组打分：-1】①评分基于打分细则1.0 ②另有一批评,https://www.douban.com/group/topic/298835269/
285,Syberia: The World Before,赛伯利亚：世界之前,【魔女组打分：-1】评分基于打分细则1.0,https://www.douban.com/group/topic/301217726/
286,The Casting of Frank Stone,弗兰克·斯通的阴影,【魔女组打分：-1】,https://www.douban.com/group/topic/314905128/
287,Stray Gods: The Roleplaying Musical,迷失神祗,【魔女组打分：-1】,https://www.douban.com/group/topic/314313901/
288,Hades II,哈迪斯2,【魔女组打分：-2】,https://www.douban.com/group/topic/314381577/
289,Pocket Mirror ~ GoldenerTraum,化妆镜：黄金之梦,【魔女组打分：-2】评分基于打分细则1.0,https://www.douban.com/group/topic/289156751/
290,Mineko's Night Market,峰子的夜市,【魔女组打分：-2】评分基于打分细则3.0,https://www.douban.com/group/topic/322462730/
291,Whispers of a Machine,机械密语,【魔女组打分：-3】评分基于打分细则1.0,https://www.douban.com/group/topic/298018992/
292,ポケットモンスター バイオレット,宝可梦 紫,【魔女组打分：-3】评分基于打分细则1.0,https://www.douban.com/group/topic/299791046/
293,Super Animal Royale,超级动物大逃杀,【魔女组打分：-3】,https://www.douban.com/group/topic/314015819/
294,South of Midnight,午夜以南,【魔女组打分：-3】评分基于打分细则3.0,https://www.douban.com/group/topic/323151161/
295,Returnal,死亡回归,【魔女组打分：-3】评分基于打分细则3.0,https://www.douban.com/group/topic/323765084/
296,Palia,帕里亚,【魔女组打分：-4】评分基于打分细则1.0,https://www.douban.com/group/topic/299166705/
297,Split Fiction,双影奇境,【魔女组打分：-4】①评分基于打分细则3.0 ②另有一审判贴,https://www.douban.com/group/topic/321042548/
298,Elypse: Available,伊莉丝：深渊洄光,【魔女组打分：-4】评分基于打分细则1.0,https://www.douban.com/group/topic/300948295/
299,Marvel's Midnight Suns,漫威暗夜之子,【魔女组打分：-4】,https://www.douban.com/group/topic/314446740/
300,Hellfire,业火,【魔女组打分：-5】,https://www.douban.com/group/topic/307530387/
301,1001 Nights（demo）,1001夜,【魔女组打分：-5】,https://www.douban.com/group/topic/314117058/
302,ベヨネッタ オリジンズ: セレッサと迷子の悪魔,蓓优妮塔 起源︰瑟蕾莎与迷失的恶魔,【魔女组打分：-5】,https://www.douban.com/group/topic/303704969/
303,Röki,洛基：北欧怪奇之旅,【魔女组打分：-5】评分基于打分细则1.0,https://www.douban.com/group/topic/298625238/
304,Uncharted: The Lost Legacy,神秘海域：失落的遗产,【魔女组打分：-6】评分基于打分细则3.0,https://www.douban.com/group/topic/323974271/
305,Road 96,96号公路,【魔女组打分：-6】评分基于打分细则1.0,https://www.douban.com/group/topic/284409836/
306,Life is Strange,奇异人生,【魔女组打分：-6】评分基于打分细则1.0,https://www.douban.com/group/topic/298405737/
307,Assassin's Creed Chronicles: China,刺客信条编年史：中国,【魔女组打分：-6】评分基于打分细则1.0,https://www.douban.com/group/topic/299055869/
308,Card Detective,卡牌侦探,【魔女组打分：-6】评分基于打分细则1.0,https://www.douban.com/group/topic/299307556/
309,Hogwarts Legacy,霍格沃茨之遗,【魔女组打分：-6】,https://www.douban.com/group/topic/315099985/
310,Heretic's Fork,异端尖叉,【魔女组打分：-7】,https://www.douban.com/group/topic/315962927/
311,Oxenfree,奥森弗里,【魔女组打分：-7】,https://www.douban.com/group/topic/313974393/
312,Senua's Saga: Hellblade II,地狱之刃2：塞娜的传说,【魔女组打分：-7】,https://www.douban.com/group/topic/306490393/
313,A Musical Story,音乐故事,【魔女组打分：-7】评分基于打分细则1.0,https://www.douban.com/group/topic/284449519/
314,Flappy Dragon,终极飞龙,【魔女组打分：-7】评分基于打分细则1.0,https://www.douban.com/group/topic/298176940/
315,Rain World,雨世界,【魔女组打分：-7】评分基于打分细则1.0,https://www.douban.com/group/topic/298675106/
316,Tomb Raider,古墓丽影9,【魔女组打分：-8】,https://www.douban.com/group/topic/301352711/
317,An Arcade Full of Cats,Devcats发行的电玩街机满是猫,【魔女组打分：-8】,https://www.douban.com/group/topic/316193943/
318,A Park Full of Cats,Devcats发行的游乐园里满是猫,【魔女组打分：-8】,https://www.douban.com/group/topic/316193943/
319,Stray Cats in Cozy Town,Devcats发行的悠然镇的流浪猫,【魔女组打分：-8】,https://www.douban.com/group/topic/316193943/
320,The Walking Dead: The Final Season,行尸走肉：最终季,【魔女组打分：-8】,https://www.douban.com/group/topic/314269189/
321,ファイアーエムブレム 風花雪月,火焰之纹章 风花雪月,【魔女组打分：-8】评分基于打分细则1.0 ,https://www.douban.com/group/topic/298392860/
322,Cats and Seek,Noobzilla发行的《Cats and Seek》系列,【魔女组打分：-9】,https://www.douban.com/group/topic/316193943/
323,The Last of Us Part II,最后生还者2,【魔女组打分：-9】,https://www.douban.com/group/topic/315990146/
324,FIREWATCH,看火人,【魔女组打分：-9】评分基于打分细则1.0,https://www.douban.com/group/topic/284460148/
325,It Takes Two,双人成行,【魔女组打分：-9】① 评分基于打分细则1.0 ②另有一评分为-46的打分贴,https://www.douban.com/group/topic/284554415/
326,Monster Sanctuary,怪物圣所,【魔女组打分：-9】评分基于打分细则1.0,https://www.douban.com/group/topic/300934474/
327,The Lamplighters League,燃灯者联盟,【魔女组打分：-10】,https://www.douban.com/group/topic/314365349/
328,Whispering Willows,灵界女孩,【魔女组打分：-10】评分基于打分细则1.0,https://www.douban.com/group/topic/289898348/
329,The Park,游乐园,【魔女组打分：-10】评分基于打分细则1.0,https://www.douban.com/group/topic/298669777/
330,Tales from the Borderlands,无主之地传说,【魔女组打分：-10】,https://www.douban.com/group/topic/313981855/
331,Trine 4: The Nightmare Prince,三位一体4：梦魇王子,【魔女组打分：-10】,https://www.douban.com/group/topic/314458475/
332,Glass Masquerade,玻璃假面,【魔女组打分：-11】,https://www.douban.com/group/topic/315469636/
333,100 Capitalist/Aliens/Asian/Dino... Cats,100 Cozy Game发行的100...Cats系列,【魔女组打分：-11】,https://www.douban.com/group/topic/316193943/
334,The Dark Pictures: The Devil in Me,黑相集：心中魔,【魔女组打分：-11】,https://www.douban.com/group/topic/313824816/
335,Extra Coin,再来一次,【魔女组打分：-12】,https://www.douban.com/group/topic/316302965/
336,Asterigos: Curse of the Stars,失落迷城：群星的诅咒,【魔女组打分：-13】,https://www.douban.com/group/topic/313958608/
337,Detroit: Become Human,底特律：化身为人,【魔女组打分：-13】评分基于打分细则1.0,https://www.douban.com/group/topic/299364073/
338,Cyberpunk 2077,赛博朋克 2077,【魔女组打分：-14】评分基于打分细则1.0,https://www.douban.com/group/topic/298878698/
339,桃源深处有人家,桃源深处有人家,【魔女组打分：-15】评分基于打分细则1.0,https://www.douban.com/group/topic/288166765/
340,The Operator,接线疑云,【魔女组打分：-15】,https://www.douban.com/group/topic/315291692/
341,I Was a Teenage Exocolonist,少年异星殖民者,【魔女组打分：-15】,https://www.douban.com/group/topic/314363877/
342,The Walking Dead: Season Two,行尸走肉：第二季,【魔女组打分：-15】,https://www.douban.com/group/topic/314269189/
343,Call of the Sea,海之呼唤,【魔女组打分：-16】,https://www.douban.com/group/topic/314989028/
344,Balatro,小丑牌,【魔女组打分：-16】,https://www.douban.com/group/topic/314818229/
345,The Dark Pictures: Man Of Medan,黑相集：棉兰号,【魔女组打分：-18】,https://www.douban.com/group/topic/313824816/
346,Invincible Presents: Atom Eve,无敌少侠：原子女侠伊芙,【魔女组打分：-18】,https://www.douban.com/group/topic/314454953/
347,骰子元素师,骰子元素师,【魔女组打分：-19】,https://www.douban.com/group/topic/314449742/
348,Road 96: Mile 0,九十六号公路：0 英里,【魔女组打分：-19】,https://www.douban.com/group/topic/314046430/
349,Beyond: Two Souls,超凡双生,【魔女组打分：-19】,https://www.douban.com/group/topic/313999810/
350,The Excavation of Hob's Barrow,霍布古墓发掘记,【魔女组打分：-19】另有一批评,https://www.douban.com/group/topic/313645471/
351,New Tales from the Borderlands,新无主之地传说,【魔女组打分：-20】,https://www.douban.com/group/topic/313981855/
352,Devotion,还愿,【魔女组打分：-21】,https://www.douban.com/group/topic/301523502/
353,Monster Hunter Wilds,怪物猎人：荒野,【魔女组打分：-21】评分基于打分细则3.0,https://www.douban.com/group/topic/322155502/
354,Fatal Twelve,致命十二人,【魔女组打分：-22】,https://www.douban.com/group/topic/315420032/
355,Pixel Cafe,像素咖啡馆,【魔女组打分：-22】,https://www.douban.com/group/topic/316437892/
356,Black Book,黑书,【魔女组打分：-22】,https://www.douban.com/group/topic/315797053/
357,Splatoon / スプラトゥーン,喷射战士 / 斯普拉遁系列,【魔女组打分：-22】,https://www.douban.com/group/topic/316028240/
358,Vampire: The Masquerade - Coteries of New York,吸血鬼：避世血族 - 纽约同僚,【魔女组打分：-23】,https://www.douban.com/group/topic/315286529/
359,MONSTER HUNTER RISE,怪物猎人：崛起,【魔女组打分：-24】评分基于打分细则3.0,https://www.douban.com/group/topic/322316781/
360,星のカービィ,星之卡比,【魔女组打分：-25】,https://www.douban.com/group/topic/301785097/
361,God of War: Ragnarok,战神：诸神黄昏,【魔女组打分：-27】,https://www.douban.com/group/topic/301257216/
362,Sifu,师父,【魔女组打分：-28】,https://www.douban.com/group/topic/316532290/
363,Unavowed,秘密结社,【魔女组打分：-30】另有两个批评,https://www.douban.com/group/topic/314530208/
364,Undertale,传说之下,【魔女组打分：-31】,https://www.douban.com/group/topic/315501233/
365,Night of the Full Moon,月圆之夜,【魔女组打分：-32】评分基于打分细则3.0,https://www.douban.com/group/topic/321454182/
366,The Dark Pictures: House of Ashes,黑相集：灰冥界,【魔女组打分：-32】,https://www.douban.com/group/topic/313824816/
367,The Dark Pictures Anthology: Little Hope,黑相集：稀望镇,【魔女组打分：-32】,https://www.douban.com/group/topic/313824816/
368,Prey,掠食,【魔女组打分：-32】,https://www.douban.com/group/topic/316990963/
369,Sekiro: Shadows Die Twice,只狼：影逝二度,【魔女组打分：-36】,https://www.douban.com/group/topic/315544156/
370,The Quarry,采石场惊魂,【魔女组打分：-38】,https://www.douban.com/group/topic/313824816/
371,Hades,哈迪斯,【魔女组打分：-40】,https://www.douban.com/group/topic/315404554/
372,Victoria 3,维多利亚3,【魔女组打分：-44】评分基于打分细则3.0,https://www.douban.com/group/topic/322447847/
373,It Takes Two,双人成行 ,【魔女组打分：-46】,https://www.douban.com/group/topic/315884786/
374,inbento,内饭盒,【魔女组打分：-46】【链接已失效】评分基于打分细则3.0,https://www.douban.com/group/topic/323359881/
375,Hollow Knight,空洞骑士,【魔女组打分：-51】另有一批评贴,https://www.douban.com/group/topic/315528024/
376,Outlast ,逃生,【魔女组打分：-51】,https://www.douban.com/group/topic/315531617/
377,INDIKA,印蒂卡,【魔女组打分：-52】①评分基于打分细则3.0 ②另有一批评,https://www.douban.com/group/topic/321130109/
378,Railbound,轨道连结,【魔女组打分：-52】【链接已失效】评分基于打分细则3.0,https://www.douban.com/group/topic/323359881/
379,Dishonored 2,耻辱2,【魔女组打分：-52】评分基于打分细则3.0,https://www.douban.com/group/topic/323592938/
380,Don't Starve,饥荒,【魔女组打分：-53】评分基于打分细则3.0,https://www.douban.com/group/topic/323436060/
381,Do Not Feed the Monkeys,不要喂食猴子,【魔女组打分：-54】,https://www.douban.com/group/topic/315484631/
382,Potion Craft: Alchemist Simulator,药剂工艺：炼金模拟器,【魔女组打分：-56】,https://www.douban.com/group/topic/315623429/
383,Dead by Daylight,黎明杀机,【魔女组打分：-58】,https://www.douban.com/group/topic/316047971/
384,Disco Elysium,极乐迪斯科,【魔女组打分：-60】,https://www.douban.com/group/topic/315524500/
385,VA-11 Hall-A: Cyberpunk Bartender Action,瓦尔哈拉：赛博朋克酒保行动,【魔女组打分：-60】,https://www.douban.com/group/topic/316882789/
386,Outlast 2,逃生2,【魔女组打分：-61】,https://www.douban.com/group/topic/315531617/
387,Assassin's Creed Valhalla,刺客信条：英灵殿,【魔女组打分：-64】评分基于打分细则3.0,https://www.douban.com/group/topic/320343795/
388,LISA:The Painful ,丽萨：痛苦之旅,【魔女组打分：-69】,https://www.douban.com/group/topic/315460030/
389,Persona 5 Royal,女神异闻录5 皇家版,【魔女组打分：-70】,https://www.douban.com/group/topic/314900287/
390,Rusty Lake / Cube Escape Collection,锈湖系列 / 方块逃脱合集 ,【魔女组打分：-71】,https://www.douban.com/group/topic/315568733/
391,The Binding of Isaac: Rebirth,以撒的结合：重生,【魔女组打分：-71】,https://www.douban.com/group/topic/306970585/
392,Laika: Aged Through Blood,莱卡：鲜血铸就,,https://www.douban.com/group/topic/299861565/
393,Beyond Blue,深海超越,,https://www.douban.com/group/topic/286878091/
394,Dragon Age,龙腾世纪系列,,https://www.douban.com/group/topic/290419387/
395,Apex Legends,Apex英雄,【链接已失效】另有二批评短评,https://www.douban.com/group/topic/288214042/
396,Frostpunk,冰汽时代,另有一批评,https://www.douban.com/group/topic/294334163/
397,WITCH ON THE HOLY NIGHT,魔法使之夜,,https://www.douban.com/group/topic/299174816/
398,Citizen Sleeper,深空梦里人,另有一批评,https://www.douban.com/group/topic/302904528/
399,For Honor,荣耀战魂,,https://www.douban.com/group/topic/316062109/
400,Picross Touch,数织触摸,【链接已失效】,https://www.douban.com/group/topic/321110669/
401,Crusader Kings III,十字军之王3,,https://www.douban.com/group/topic/285794723/
402,Elden Ring,艾尔登法环,,https://www.douban.com/group/topic/286044092/
403,Undertale,传说之下,另有一评分为-33的打分贴,https://www.douban.com/group/topic/288443601/
404,Alice: Madness Returns,爱丽丝：疯狂回归,【链接已失效】另有一批评短评,https://www.douban.com/group/topic/305496027/
405,Hogwarts Legacy,霍格沃茨之遗,【链接已失效】另有一评分为-6的打分贴,https://www.douban.com/group/topic/284204107/
406,Chicory: A Colorful Tale,神笔狗良,内含其它影视剧与游戏的简中翻译吐槽,https://www.douban.com/group/topic/300909521/
407,ファイアーエムブレム 風花雪月,火焰之纹章 风花雪月,另有一评分为-8的打分贴,https://www.douban.com/group/topic/305877813/
408,Griftlands,欺诈之地,,https://www.douban.com/group/topic/306619135/
409,Prey,掠食,另有一评分为-32的打分贴,https://www.douban.com/group/topic/315445883/
410,Choice of Games,COG系列,,https://www.douban.com/group/topic/315487249/
411,Choice of Games Top Rated,Choice of Games Top Rated 捆绑包,,https://www.douban.com/group/topic/323750322/
412,CHILDREN OF SATURN,,,https://www.douban.com/group/topic/316695428/
413,Sun Haven,太阳港,,https://www.douban.com/group/topic/317818425/
414,Sally Face,俏皮脸,,https://www.douban.com/group/topic/319302861/
415,Reignbreaker,破御者,建议只玩DEMO，基本能体验到正式版的80%了,https://www.douban.com/group/topic/319529167/
416,Baldur's Gate 3,博德之门3,,https://www.douban.com/group/topic/319568469/
417,Deliver Us The Moon,飞向月球,,https://www.douban.com/group/topic/286531558/
418,Deliver Us Mars,火星孤征,批评,https://www.douban.com/group/topic/322224373/
419,Spiritfarer,灵魂摆渡人,,https://www.douban.com/group/topic/324921889/
420,Spiritfarer,灵魂摆渡人,批评,https://www.douban.com/group/topic/324925996/
421,Rollerdrome,酷极轮滑,,https://www.douban.com/group/topic/324921310/
422,The Legend of Zelda: Echoes of Wisdom,塞尔达传说：智慧的再现,,https://www.douban.com/group/topic/324923059/
423,Metroid Dread,密特罗德 生存恐惧,,https://www.douban.com/group/topic/324924679/
424,Unavowed,秘密结社,批评，另有一打分贴,https://www.douban.com/group/topic/325185537
425,The Wreck,浮生千百事,,https://www.douban.com/group/topic/285634701/
426,Technobabylon,科技巴比伦,另有一批评,https://www.douban.com/group/topic/303818725/
427,Avowed,宣誓,,https://www.douban.com/group/topic/319559506/
428,Split Fiction,双影奇境,另有一评分为-4的打分贴,https://www.douban.com/group/topic/321049317/
429,Shardlight,碎片之光,   死爹的好女儿；男配爆炸性的多+重要；帮助重要女配革命军首领的结局被描述为坏结局，真·好结局必须是主角把她也杀了,https://www.douban.com/group/topic/303818725/
430,Horizon Forbidden West,地平线 西之绝境,"   脑算了一下,不加最后的印象分也是12（2.0细则）",
431,The Outlast Trials,逃生：试炼,   性化修女,
432,The Evil Within,恶灵附身系列,   虐女+大男主老白男拯救世界,
433,Alan Wake,心灵杀手系列,   老白男故事，alan老婆经典冰箱里的女友，苦难沦为塑造白男的素材,
434,港詭實錄,港诡实录,聚焦虐女男凝,
435,Home Sweet Home,甜蜜之家,吊子绿帽臆想症发作,
436,零~zero~,零系列,   无限男凝得到宅男哥认可“好涩和胆小一定要治好一个”,
437,Silent Hill,寂静岭系列,   冰箱里的女友赛博“吾妻之死”,
438,The Coma,昏迷系列,   男凝虐女,
439,The School : White Day,恐怖学校 : 白色情人节,   男凝虐女,
440,Dead by Daylight,黎明杀机,   真人mtf配音mtf角色+性化女角色+超雄蝻玩家+血腥虐女场景,
441,Coffee Talk,咖啡心语,见主楼，省流版：男性生殖崇拜,
442,The Walking Dead: Michonne,行尸走肉：米琼恩,   女主的成长是从对女儿的羁绊执念中走出来，开头一船伙伴都是男的，剧情里最重要的另一位女配有很好的故事线和成长待遇,
443,Life is Strange: Before The Storm,奇异人生：暴风前夕,   鼓励玩家讨好超雄继父，道德绑架让主角解救未来会害死自己朋友的校霸小登,
444,Shadow of the Tomb Raider,古墓丽影：暗影,见主楼，省流版：探索雨林古迹的冒险游戏，满地支线还全是帮男的跑腿、男队友甩不掉、性缘人play、帮点子妈帮扶夭祖、5分钟回忆一次跌,
445,Apex Legends,Apex英雄,   卡特莉丝是跨子，mtf,
446,Transistor,晶体管,   女主角，缺点是总是有个男画外音唠唠叨叨，最后主角居然还为爱自杀了,
447,Transistor,晶体管,   一打开穿着超短裙丝袜战斗,
448,Oxygen Not Included,缺氧,   游戏故事起源公司两个主创都是女科学家。dlc里有个隐士博士是老年男复制人形象，看着邋遢但自带极高属性和魅力buff…,
449,DRAGON QUEST BUILDERS 2,勇者斗恶龙 创世小玩家2 ,   强女只被期待穿上兔女郎装陪酒，男npc为了偷窥提倡建立透明淋浴室,
450,Sticky Business,小小贴纸铺,   男同有个男儿，还有跨性别旗,
451,Assassin's Creed Odyssey,刺客信条：奥德赛,   亚特兰蒂斯dlc依旧女少男多，给哈迪斯这个拐卖犯洗白，波塞冬和牠的十个男儿统治亚特兰蒂斯，污名化女性情谊,
452,Baldur's Gate 3,博德之门3,   UI超级进化版的神界原罪2，连开局剧情都一模一样，战斗系统也差不多，有神原2+dnd跑团经验直接无缝上手。,
453,DustBorn(demo),尘路之旅,   demo半小时含女量高，lgbtq含量高，女主所在的主角团大概三女三男/两女两男配置，其中有一个应该是女跨男,
454,Horizon Zero Dawn,地平线 零之曙光,   男的是真的多，主线任务有一种强虜狠狠为男权社会拉磨感，游戏主线和DLC都有女性牺牲、男性受益的剧情,
455,Lords of the Fallen,堕落之主,   可选女主类魂，画面美术很好，男性角色很多，但是遇到的前3个BOSS倒都是女性。另有一批评短评,
456,Black Skylands,云端掠影,   造词fathership（中文“父舰”）,
