id,en_name,zh_name,summary,related
457,Pendragon Rising,王侯崛起,   文本估计是搞一键换头式端水。选择女主的时候妈妈是王，但妹妹是嫡出“我”是私生女庶长子，嗲/子/文学生硬性转,
458,[Bober Bros] The Hole,,   大篇幅的虐女且加害者无惩罚的内容后，居然在结尾有一段（由女童声念出）虚伪到极致的字幕,
459,Withering Rooms,枯萎的房间,   前期跟坐牢似的，不潜行不能玩，动作硬直得像法棍一样。,
460,Alone in the Dark,鬼屋魔影,   可选女主，故事不算出彩，主线是姪女救叔，女女连接很少，出场女性角色全穿裙子。射击手感一般，动作有点僵硬。,
461,Assassin's Creed Odyssey,刺客信条：奥德赛,   需要操控主角从弔子雕像裆部和女神雕像胸部爬过去,
462,Persona 4 Golden,女神异闻录4 黄金版,   吉祥物男配音，卡痰音，感觉有混杂烟酒口/臭/味。角色也是批皮猥/琐/田/力，让未成年的高中生女性角色穿泳装搞选美比赛,
463,Ib,Ib 恐怖美术馆,   链童擦边+nue女,
464,Yume Nikki,梦日记,   谜语人式精神nue女,
465,Mad Father,狂父,   nue女+肢/解元素,
466,Ori and the Blind Forest,奥日与黑暗森林,   开头剧情熏人，满屏光污染。搜了下是俩v创立工作室，手感滞后黏腻剧情一坨,
467,Control,控制,   男配高光比女配多，主角初始驱动力是救弟弟。,
468,Metroid Dread,密特罗德 生存恐惧,   2D地图设计天花板，操作难度比较高但有简单模式；每次死亡都有爆甲动画，最终boss是天降大爹，马上就死但恶心人,
469,The Ghost and the Golem,,   选性别时反性别刻板印象会被判定为侉子,
470,Control,控制,   跟心灵杀手联动的DLC黢黑场景实在太多了，有些暗到一片纯黑,
471,Purrgatory,喵的炼狱,   “百合”其中之一是mtf，中文翻译大量私货和辱女词出没。两个弔子发现朵花觉得长得像自己的生殖器，追着让主角赞同,
472,Star Wars Outlaws,星球大战：亡命之徒,   男npc太多了，看起来像女性的角色好像是个they（记得之前隔壁实况贴里有人这么说）,
473,Beyond Blue,深海超越,   没记错的话除了全程引导男声吊吊赖赖很烦之外没有其它雷点,
474,Grimoire Groves,魔导森林,   画风像简笔画，沾点肉鸽的魔法战斗游戏，制作组3女一㽖，主角团全女,
475,多洛可小镇,多洛可小镇,   小黑盒官号把女主角分发给松弟萌当老婆+“是兄弟就来捡垃圾种田”,
476,Isle of Jura,侏罗岛,   简陋，地图和人物贴图挺僵，支持手柄但钓鱼必须用鼠标操作，钓鱼小游戏是星露谷同款。,
477,Dungeons of Hinterberg,辛特堡传说,   更新添加男主控dlc和“猫女”服装,
478,Apex Legends,Apex英雄,   逼女角色卖肉来骗钱，变幻威望皮一阶段是比基尼，罗拔活动皮特意展示内裤,
479,Horizon Forbidden West,地平线 西之绝境,   女性数量有增加但男性数量没怎么减少，大本营帮忙的npc男女数量勉强平衡，含女量上升体感确实还是好很多,
480,Stardew Valley,星露谷物语,   登味，各种拉配对、找村长内裤撞破私情，连史莱姆都有性别之分，公的史莱姆血量伤害都更高，还会交配；作者吸血女友,
481,Self-Comb Women: Home Left Behind,自梳：消逝的姑婆屋 ,   游戏画面非常不适，像恐怖游戏，团队应该也是不少蛆，甚至不敢回应评论区团队性别比问题,
482,Steel Seed,钢铁之种,   经典无母有父,
483,Lords of the Fallen,堕落之主,   最近出了2.0版本，更新预告说“将用更有吸引力的面部选项和更传统的女性体型。来让女性身体类型的女性化特征更加明显”,
484,Meadow,草原,   不能说话的小动物互帮互助又或独自流浪看风景找果子，一段奇妙的体验,
485,Stray,迷失,   猫咪模拟器× 给伄子兄弟父子等等莮角色拉磨的驴子模拟器√,
486,Chants of Sennaar,巴别塔圣歌,   用词男权叙事，中翻比英翻更去性别,
487,Celeste,蔚蓝,   mtf侉子主角但死不要脸商店标女性主角+制作人含mtf,
488,Floppy Knights,软盘骑士,   女主角（设定是高智商发明家），女角色很多， 适合摸鱼玩,
489,The Witness,见证者,   晕3d慎重,
490,Carto,无尽旅图,①   画风可爱，女宝+姥姥+好朋友，交易卡女男比差 ②另有一批评,
491,Purrgatory,喵的炼狱,①   2d文字冒险，女性角色没有第二性标记，游戏优化较差 ②另有一批评短评,
492,Chill Pulse,心流小筑,   跟赛博朋克酒保行动联动过；最近出了个新哪吒皮肤感觉在蹭尿童热度；圣诞节出的皮肤让女角色光膀子🏳️,
493,Jumping Jazz Cats (demo),奇喵派对,   老蝻配音，第二性化母猫，不推荐,
494,Unavowed,秘密结社,①省流版：玩到一半塞公人入队，强制玩家欣赏公人的祖孙三代情 ②另有一评分-30的打分帖,
495,Ooblets,欧布精灵,   精灵＆卡牌＆种田游戏，没有太大雷点，体感女比男多一点，职业上也较均衡,
496,Oxygen Not Included,缺氧,   女宝建设世界，女比男多了下睫毛，头发很刻板,
497,Don't Starve/Don't Starve Together,饥荒/饥荒联机版,   免不了刻板，但年龄段丰富,
498,Paper Perjury（demo）,逆转侦探,   女主性格日式“傲娇”，绑定老💡侦探，互动像职场老油条忽悠菜鸟白干活，不推荐现在入,
499,Jack Move,移动杰克,   女主救蝶+被蝻包围,
500,Children of the Sun,太阳之子,   算好玩的女主射击但开头有女主伸舌头舔枪的擦边动画+蝻路人撒尿场景,
501,The Red Lantern,红灯笼,   女主和狗狗的故事，小而美的游戏，全事件收集成就是坏的,
502,Immortals Fenyx Rising,渡神纪 芬尼斯崛起,   希腊神话背景，老套的妹妹救哥哥，自捏女主可寸头但太瘦弱，无性缘关系,
503,Lost and Found Co.,失物招领有限公司,   一堆兔女郎给蝻陪酒+主角一女（但被叫女神）一男（动物鸭大变活蝻）,
504,Dishonored 2,耻辱2,   油腻恶心的男主，但下线很早，难度跟1相比有提升,
505,Gotham Knights,哥谭骑士,   点子塑造拉满+女主被蝻包围+服装蝻凝,
506,Symphony of War: The Nephilim Saga,战争交响曲：尼菲林传奇,   可自选女但一堆蝻凝立绘,
507,Digimon Story Cyber Sleuth,数码宝贝故事：赛博侦探,   故事分纯男主&自选性别，自选性别线服装选女超短裙，选蝻舒适长裤,
508,Cloudpunk,云朋克,   像素风，女主快递员开空中飞车，出场的点子角色很多，粗略估分-10左右,
509,Loddlenaut,劳德诺特,   海洋捡垃圾小游戏，主角性别未提，团队是女领导，但引导是田力,
510,Penny Larceny: Gig Economy Supervillain,佩妮大盗：零工经济超级恶棍,   剧情“很漫画”（非褒义），游戏氛围有点像魔物学院，女性服装male gaze度很高,
511,Margo,,   免费游戏，画风独特故事可爱，无中字，狗狗代词是he，剧情可能会出现♂,
512,Aimlabs,目标实验室,   训练射击来提升准确率的游戏,
513,Mitoza,种,   通过不断选择，探索一粒种子最后能变成什么样子，想象力丰富的魔性小游戏,
514,Pixel Cafe,像素咖啡馆,①   demo诈骗，正式版含蝻量惊人应登尽登②另有一评分为-22的打分贴,
515,魔女の家,魔女之家,   蝻凝，极度虐女,
516,Never Alone (Kisima Ingitchuna),永不孤单,   老登配音+后期与女主亲密无间的狐狸会变成楠堡,
517,芝加哥计划,芝加哥计划,   介绍说是独立女制作人+女主角，实际打开浓郁的iv气息熏得两眼一黑,
518,DARK SOULS,黑暗之魂,   总分-33，虐女+v臭+舔老登,
519,あつまれ どうぶつの森,集合啦！动物森友会,   不好玩，引导差，资源刷新频率极慢。尊卑等级分明，男动物太多,
520,Divinity: Original Sin II,神界：原罪2,   虐女+蝻凝+雌竞,
521,The Longing Mobile,漫长等待,   以为是无性别探索游戏，进去一看国王是胡子男，小人叫石头兄弟,
522,Life is Strange,奇异人生,   打分-19，虐女+贞洁羞辱+女同双飞烂梗+偷窥蝻凝+雌竞霸凌+蝻高光,
523,Dead In Vinland,死在文兰,   回合制战斗生存游戏北欧神话+在打分前不太推荐,
524,Baldur's Gate 3,博德之门3,   含跨，西幻厌女世界观，不建议对dnd或跑团不感兴趣的姐妹游玩,
525,PRIM,,   给主角造父的剧情过于离谱,
526,Rain on Your Parade,整蛊白云,   开头爷给孙男讲睡前故事，长辈胡子老💡且路人npc男居多，女性衣着第二性问题严重,
527,missed messages.,错过的信息,   开局就出现挺跨粉蓝旗，主角是女同但挺跨还是mtf只能自由心证,
528,Fallout 4,辐射4,"   星空和天外世界可尝试，有一定女性比例，但整体较男,对辐射感兴趣建议尝试辐射76",
529,Steelrising,钢之崛起,   主角性别未知，配音固定为女，穿高跟打架，手感不适，男的太多,
530,Hellblade: Senua’s Sacrifice,地狱之刃：塞娜的献祭,   拯救点子恋人，虐女演出，主角战败会发出长达15s的痛苦惨叫+猎奇的脸部“死相”特写,
531,Root,茂林源记,   角色雄味爆棚，唯一一个第三人称单数代词用的he,
532,Little Witch in the Woods,林中小女巫,   开头没讲两句就开始连着好几句男卫生间，列车可对话的也只有“调酒师叔叔”和性别不明的花店店主、列车员,
533,DICEOMANCER,骰子浪游者,   翻译zng臭味溢出，作画还特地突出了🐷的下/体。,
534,Alice: Madness Returns,爱丽丝：疯狂回归,   物化女性场景，台词鼓吹卖淫自由,
535,Star Trek: Resurgence (demo),星际迷航：复兴,   ①汉化糟糕 ②女男双主角但女主出场只和男角色互动，含男量高，选男主有恋爱线 ,
536,My Little Pony: A Maretime Bay Adventure,小马宝莉：玛泰湾冒险,   过于子供向，不是ip粉没必要玩；主要是友情故事，但有个男马戏份重,
537,Afterparty,余兴派对,   双主角一女一男是朋友，解密聊天小游戏。男主嗲嗲不休，打分估计是负分，不推荐,
538,Bug & Seek,,   开发者似乎一女一男，主角性别未提，形象可选，一npc对虫子的称呼是him，不太推荐买,
539,Caravan SandWitch (demo),漫漫长路 沙巫之旅,   ygbt严重明确女性的角色高裸露度，2岁婴儿也要用them称呼。主线女主找姐但demo结尾找碟,
540,Dishonored,耻辱,   固定男主登味厌女游戏，女皇年轻就生女且故事开头就被刺杀，蝻角色偷窥女人洗澡+去伎院,
541,Dishonored 2,耻辱2,   设定虐女，妈妈的心脏被做成机械心脏道具+女性盟友身残；含侉子、男同、隐形的同妻；女男比不超过3:7,
542,Dishonored: Death of the Outsider,耻辱：界外魔之死,   女性主角但纯工具人，为完成师傅（男）的遗愿去杀世界之神（男）；有女巫们被全男督军虐杀剧情,
543,Strange Horticulture,奇异园艺,   虜濒死，点子买了让虜身体活下来但灵魂死亡的药，玩家不能拒绝；大结局其中一条线是父女相认,
544,Pillars of Eternity,永恒之柱,   女性职业由出身决定但♂可以做任何事。含男量高+辱女性化女体。女人生下没有灵魂的孩子会被杀,
545,Phoenotopia: Awakening,不死鸟传说：觉醒 / 不死鸟之翼,   开头cg里面有性化的女性怪物，主角立绘身材过于纤细，大部分女性角色太刻板印象,
546,Assassin's Creed Valhalla,刺客信条：英灵殿,   登味剧情+假性可选女主；各种各样的男，女角色苍白+边缘化；分数<-20；优点女主可寸头摸猫狗有肉鸽,
547,Assassin's Creed Odyssey,刺客信条：奥德赛,   主线剧情让主角进伎院找人，还会展现很多♂npc随处撒尿动画（伴随黄色水柱🤮）,
548,Far Cry 6,孤岛惊魂6,   假性可选女主，被阳刚味劝退,
549,Avowed,宣誓,   其中一个女性同伴会一路讲黄段子；和永恒之柱一个世界观，不用考虑了😅,
550,誰ソ彼ホテル Re:newal / TASOKARE HOTEL Re:newal,黄昏旅馆 / 黄昏旅店,   疟女链童擦边剧情，专砂女性的超雄戏份占比很高；女主会像批皮cgg一样骚扰女性角色卖百合“福利”,
551,The Elder Scrolls V: Skyrim,上古卷轴5：天际,   -59分，全方位告诉你女人是第二性；男角色塑造扣满，女人充当背景板+桌上的菜；支线一堆厌女任务,
552,Assassin's Creed Odyssey,刺客信条：奥德赛,   主角少有的女性朋友死得非常没有必要，虐女+强行加悲剧色彩+dlc制造剧情冲突+联动再拉出来吃热度，真的好贱😅,
553,Lost Records: Bloom & Rage,失落的记录：绽放与愤怒,   主角团反击手段最多还嘴；有一些性化辱女画面/台词；主角团互称dude；叙事特别慢；总之不太推荐,
554,Enter the Gungeon,挺进地牢,   不推荐。初始角色女男对半但后期可解锁的全是♂，女npc很少；有武器名叫xx先生；局内装饰挂画很恶心,
555,RunOut - Hothead Paws (demo),,   动物类大逃杀，有第二性化的动物，不推荐,
556,Bang Bang Barrage (demo),枪豆人,   合作肉鸽游戏，国产，工作室支持嘿🐒，不推荐,
557,Relic Guardian (demo),遗物守护者,   像素塔防游戏，女主，女角色多。但国产，女角色露骨，像素也要露乳沟🤮，不推荐,
558,Fields of Mistria,米斯特利亚牧场,   女主角性化很严重，夏季女角色都是卖肉泳衣,
559,Immortals Fenyx Rising,渡神纪 芬尼斯崛起,   截至目前玩的俩小时，除了自选的主角是女，从旁白到NPC全是男的，主角还一直念叨要救哥，受不了……,
560,Harmony's Odyssey,小魔女星拼乐,   女男比极差，女男体型差异巨大，且npc都是障碍怪打完全留在地图里了。小魔女也有幼化弱化魔女的慊疑，不推荐,
561,Deliver Us Mars,火星孤征,   找跌作。姐姐一手带大女主，女主却对十几年没见的跌念念不忘；建模突兀，大人脸长小孩身体上；立绘白瘦幼,
562,Mass Effect,质量效应,   男凝，女队友的衣服能把股沟勾勒得清晰可见。有主角观看女性跳钢管舞的固定剧情，几乎所有宣传材料都是男主控。,
563,Marie’s Room,玛丽的房间,   青春伤痛文学。性缘虜和友缘虜。,
564,Cassette Beasts,磁带妖怪,   女npc多；主角性别的第一选项是非二元；dlc有男凝女角色；大量古今中外老💡哲学家npc，宝可梦和女性道馆主第二性化,
565,Haste,救命！怎么又塌了!,   欧美二刺猿，女主的衣服没什么大问题但有女角色穿超短裙😇女男角色存在巨大体型差,
566,Little Misfortune,小厄运,   带儿童涩情/擦/边/，剧情也是疟女向的，酗酒的妈和家暴超🐻爹，最后结局也是悲剧,
567,Dragon Age II,龙腾世纪II,   主角性别可选，但后续作品官方默认前作是男主控,
568,Dragon Age Inquisition,龙腾世纪：审判,   服装有性别锁，或者该说有两个女性队友穿上变男凝，男队友体型大多是女队友的1.5倍；女队友少；含低俗笑话与虐女剧情,
569,Terraria,泰拉瑞亚,   打分肯定是负分；第二性化女角色；有对话用男性称谓称呼主角；男角色骚扰女角色；和幻兽帕鲁联动；女角色被攻击后骄喘,
570,Drill Core,钻核公司,   肉鸽塔防，不推荐，游戏里只有三个人形工种全都是男的。ceo八成也是男的。旁白有一个女声。前期有意思，后期重复度高,
571,FORSPOKEN,魔咒之地,   前面太慢热了，拖拉了好久才进入战斗爽阶段，含女量很高，但是那条公手镯一直吊吊赖赖太烦了,
572,Assassin's Creed Chronicles: China,刺客信条编年史：中国,   很典的外国人眼里的怪味中国。配音也怪腔怪调的，人物动作也不够流畅,
573,Rogue Legacy 2,盗贼遗产2,   游戏节奏快，每次阵亡后要三选一后代继续新局，有女有v。画风音乐都不错，雷点是法师升级后不论性别必须有白色胡子,
574,Baldur's Gate 3,博德之门3,   简中翻译含辱女词,
575,Control,控制,   除了主角，历任局长都是老白男,
576,Assassin's Creed Odyssey,刺客信条：奥德赛,   纯男主换皮“大女主”；主角突发调情像性骚扰；女性有巨大体型差；大量内容提及伎院；有帮烂裤裆盟友运送假几把的任务,
577,Bloomtown: A Different Story,布鲁姆镇：另一个故事,   锁女主，玩法抄p5r；女性友好度一般，jrpg风；npc服装非常辣眼，npc体感女少男多；主角团2女2男；工作室有女性但很少,
578,FAR: Lone Sails,孤帆远航,   女主，风景好的悠闲捡垃圾游戏，主角力气特别大可以徒手拖车,
579,Remember Me,勿忘我,   除了操控的是个女主之外纯屎，女主女配造型全凝，男的全正常，剧情女少男多，为数不多有戏份的女配或蠢或单薄或弱,
580,The Elder Scrolls V: Skyrim,上古卷轴5：天际,【魔女组：批评】,https://www.douban.com/group/topic/284388404/
581,NORCO,诺科,【魔女组：批评】,https://www.douban.com/group/topic/284598263/
582,Fallout,辐射系列,【魔女组：批评】,https://www.douban.com/group/topic/284602241/
583,cozy grove,和睦森林,【魔女组：批评】,https://www.douban.com/group/topic/284655914/
584,Loretta,洛蕾塔,【魔女组：批评】,https://www.douban.com/group/topic/286302835/
585,The Cosmic Wheel Sisterhood,宇宙之轮姐妹会,【魔女组：批评】,https://www.douban.com/group/topic/290497184/
586,Dragon's Dogma 2,龙之信条2,【魔女组：批评】,https://www.douban.com/group/topic/301085864/
587,Feed the Cups,杯杯倒满 ,【魔女组：批评】,https://www.douban.com/group/topic/306240392/
588,The Walking Dead,行尸走肉,【魔女组：批评】,https://www.douban.com/group/topic/314269189/
589,The Walking Dead: A New Frontier,行尸走肉：新边境,【魔女组：批评】,https://www.douban.com/group/topic/314269189/
590,Lifeline,生命线系列 ,【魔女组：批评】,https://www.douban.com/group/topic/314778452/
591,Astro Bot,宇宙机器人,【魔女组：批评】【链接已失效】,https://www.douban.com/group/topic/316395631/
592,Assassin's Creed Odyssey,刺客信条：奥德赛,【魔女组：批评】我组媎妹发在女玩组的批评贴,https://www.douban.com/group/topic/295414167/
593,The Witcher 3: Wild Hunt,巫师3：狂猎,【魔女组：男主控游戏火刑场🔥】  见评论，性病老登游戏过于恶心此处不予展示,
594,The Red Strings Club,红弦俱乐部,【魔女组：男主控游戏火刑场🔥】  见评论，漏屎货游戏过于恶心此处不予展示,
595,Bee: The Knight,蜜蜂大冒险 ,【魔女组：男主控游戏火刑场🔥】  见评论，incle聚集游戏过于恶心此处不予展示,
596,A WAY OUT,逃出生天,【魔女组：男主控游戏火刑场🔥】  见评论，双倍超雄游戏过于恶心此处不予展示,
597,ゼルダの伝説 ブレス オブ ザ ワイルド,塞尔达传说 旷野之息,【魔女组：男主控游戏火刑场🔥】  见评论，日式小登游戏过于恶心此处不予展示,
598,逆転裁判123 成歩堂セレクション,逆转裁判123 成步堂精选集,【魔女组：男主控游戏火刑场🔥】  见评论，吃女男同游戏过于恶心此处不予展示,
599,NieR:Automata / ニーア オートマタ,尼尔：机械纪元,【魔女组：男主控游戏火刑场🔥】  见评论，性化女性爆火游戏过于恶心此处不予展示,
600,Dragon Age:Origins,龙腾世纪：起源,【魔女组：男主控游戏火刑场🔥】  见评论，省流版：宣传基本全用腩主控+蝻凝+登味+强女加入冒险纯为了生孩子,
601,Twelve Minutes,十二分钟,【魔女组：男主控游戏火刑场🔥】  见评论，省流版：男主控与亲妹妹乱伦、结昏并栽赃虐杀怀孕的妻子,
602,Yuppie Psycho,雅皮士精神,【魔女组：男主控游戏火刑场🔥】  见评论，省流版：虐女+女性机器人叫男主“爸爸”配“daddy”语音+女男服装差异,
603,Evil Within,恶灵附身系列,【魔女组：男主控游戏火刑场🔥】  见评论，省流版：擦边麦麸，男凝，疟女，牺牲三个女人，捧杀式赞美“母性的无私奉献”。,
604,Chicken Police,公鸡神探,【魔女组：男主控游戏火刑场🔥】  见评论，省流版：顾影自怜老登男主控，倒反天罡让猫做鼠的妻虏弱化性化雌性,
605,The Council,议会,【魔女组：男主控游戏火刑场🔥】  见评论，省流版：丑♂高谈阔论女用来满足欲望的男主控游戏角色,
606,龍が如く0 誓いの場所,如龙0 誓约的场所,【魔女组：男主控游戏火刑场🔥】  见评论，省流版：宣传请几十位成人片女优做npc，有公关俱乐部模拟经营游戏，电话模式全是擦边镜头,
607,Pankapu,潘卡普：守梦人,【魔女组：男主控游戏火刑场🔥】  见评论，省流版：免费跑酷游戏，全是♂，没什么女角色,
608,Beholder,旁观者,【魔女组：男主控游戏火刑场🔥】  见评论，省流版：偷窥游戏，极全背景男角色肥得流油女角色又瘦又弱，主控女儿一直在生病，污名化女⭕️,
609,Fallout Shelter,辐射：避难所,【魔女组：男主控游戏火刑场🔥】  见评论，省流版：taptap广告标语“男人与狗漫游废土”，末日背景让主控操作女人和♂交配生子,
610,DICEOMANCER,骰子浪游者,【魔女组：男主控游戏火刑场🔥】  见评论，省流版：装无性别但主控被喊大哥”，几乎无女角色，小怪一堆“xx哥”，各种公畜爱用梗.味冲天,
611,Labyrinth City: Pierre the Maze Detective,迷宫大侦探,【魔女组：男主控游戏火刑场🔥】  见评论，省流版：主角男，反派男，地图内也是腩味很冲，女人只能当挂件人均服弱役,
612,Plants vs. Zombies,植物大战僵尸,【魔女组：男主控游戏火刑场🔥】  见评论，省流版：虽然无主控但也没差，所有植物和僵尸只有太阳花和金银花是女的，其它植物代词都是“he”,
613,No Case Should Remain Unsolved,尘埃终须落定,【魔女组：全男/男味制作组石刑场🪨】    单男制作组。见评论，省流版：又是老套的女儿早夭之后妈失心疯，跌不离不弃+老婆死了n年v子还装深情的剧情,
614,Citizen Sleeper,深空梦里人,【魔女组：全男/男味制作组石刑场🪨】    单男制作组,
615,Citizen Sleeper 2: Starward Vector,深空梦里人2,【魔女组：全男/男味制作组石刑场🪨】    单男制作组,
616,Bloodless,无血武士,【魔女组：全男/男味制作组石刑场🪨】    避雷全男制作组：POINT N' SHEEP,
617,Return of the Obra Dinn,奥伯拉丁的回归,【魔女组：全男/男味制作组石刑场🪨】    单男制作组,
618,"Papers, Please",请出示证件,【魔女组：全男/男味制作组石刑场🪨】    单男制作组。见评论，省流版：简介扮演海关，结果“我”是点子还有妻子儿子舅舅，有伎女发小名片,
619,ANIMAL WELL,动物井,【魔女组：全男/男味制作组石刑场🪨】    单男制作组。见评论，省流版：在steam发自己和动物亲近的照片来拉票，爱装的小仙男一枚呀😅,
621,Clair Obscur：Expedition 33,光与影：33号远征队,【魔女组：全男/男味制作组石刑场🪨】    避雷制作组：Sandfall Interactive。见评论，省流版：蹭黑🐒，服装差别和male gaze服装,
622,Frostpunk,冰汽时代,【魔女组：全男/男味制作组石刑场🪨】    避雷制作组11bit studios，把男主控偷偷藏在交易卡里；官号发咯噔小作文，含辱女词,
623,This War of Mine,这是我的战争,【魔女组：全男/男味制作组石刑场🪨】避雷制作组11bit studios，用词有“他xx”+小黑盒官号管所有玩家叫兄弟们，女玩反馈但总部说没～问～题~,
624,The Invincible,无敌号,【魔女组：全男/男味制作组石刑场🪨】避雷制作组11bit studios，用词有“他xx”+小黑盒官号管所有玩家叫兄弟们，女玩反馈但总部说没～问～题~ （发行商）,
625,INDIKA,印蒂卡,【魔女组：全男/男味制作组石刑场🪨】避雷制作组11bit studios，用词有“他xx”+小黑盒官号管所有玩家叫兄弟们，女玩反馈但总部说没～问～题~ （发行商）,
626,Carto,无尽旅图,【魔女组：全男/男味制作组石刑场🪨】    避雷全男制作组：Sunhead Games,
627,Babushka's Glitch Dungeon Crystal,老奶的故障地牢大冒险,【魔女组：全男/男味制作组石刑场🪨】    单男制作组,
628,Cosmic Ultramarine,宇宙群青 ,【魔女组：全男/男味制作组石刑场🪨】    避雷制作组：21st Nostalgia，玩家进游戏被喊“兄弟”，发差评后被制作组不断骚扰,
629,Flintlock: The Siege of Dawn,燧石枪：黎明之围,【魔女组：全男/男味制作组石刑场🪨】    避雷制作组：A44 Games，与Sweet Baby（让游戏“更包容、更多元化”的咨询服务公司）划清界限讨好男玩家,
630,Cannibal Tales,,【魔女组：全男/男味制作组石刑场🪨】    避雷全男制作组：Fantastico Studio,
631,A Sketchbook About Her Sun,,【魔女组：全男/男味制作组石刑场🪨】    避雷全男制作组：Fantastico Studio。（发行商）,
632,Will Die Alone,,【魔女组：全男/男味制作组石刑场🪨】    避雷全男制作组：Fantastico Studio。（发行商）,
633,Withering Rooms,枯萎的房间,【魔女组：全男/男味制作组石刑场🪨】    避雷全男制作组：moonless Formless,
634,Withering Realms,枯萎的领域,【魔女组：全男/男味制作组石刑场🪨】    避雷全男制作组：moonless Formless,
635,The Convenience Store,夜勤事件,【魔女组：全男/男味制作组石刑场🪨】    避雷全男制作组：Chilla's Art,
636,The Bathhouse,地狱钱汤,【魔女组：全男/男味制作组石刑场🪨】    避雷全男制作组：Chilla's Art,
637,Space Sprouts,星空之芽,【魔女组：全男/男味制作组石刑场🪨】    避雷全男制作组：Schleuder Games,
638,Lobotomy Corporation | Monster Management Simulation,脑叶公司｜模拟怪物管理,【魔女组：全男/男味制作组石刑场🪨】    避雷制作组：Project Moon，副美因为入职前的女权言论被韩男炎上和死亡威胁，公司开除了副美。,
639,Library Of Ruina,废墟图书馆,【魔女组：全男/男味制作组石刑场🪨】    避雷制作组：Project Moon，副美因为入职前的女权言论被韩男炎上和死亡威胁，公司开除了副美。,
640,Limbus Company,,【魔女组：全男/男味制作组石刑场🪨】    避雷制作组：Project Moon，副美因为入职前的女权言论被韩男炎上和死亡威胁，公司开除了副美。,
641,Cozy Island ,舒舒服服小岛时光,【魔女组：全男/男味制作组石刑场🪨】    避雷全男制作组：LazyFish Studio。见评论，省流版：主角蛋白质头巾，还是国产全男制作者,
642,Dinkum,金垦小镇,【魔女组：全男/男味制作组石刑场🪨】    单男制作组。见评论，省流版：虚假无性别,
643,Noita,巫婆,【魔女组：全男/男味制作组石刑场🪨】    避雷制作组：Nolla Games，主角是“女巫”但人称是they；工作室主页显示全男，只搜到到几个边缘女性工作人员,
644,BoingBoing Animals,,【魔女组：全男/男味制作组石刑场🪨】    喊玩家“大哥”,
645,Unavowed,秘密结社,【魔女组：全男/男味制作组石刑场🪨】    避雷制作组Wedjet Eye Games，老惯犯了用女主角把人骗进来看老💡故事,
646,Old Skies,旧日天空,【魔女组：全男/男味制作组石刑场🪨】    避雷制作组Wedjet Eye Games，老惯犯了用女主角把人骗进来看老💡故事,
647,The Excavation of Hob's Barrow,霍布古墓发掘记,【魔女组：全男/男味制作组石刑场🪨】    避雷制作组Wedjet Eye Games，老惯犯了用女主角把人骗进来看老💡故事,
648,Technobabylon,科技巴比伦,【魔女组：全男/男味制作组石刑场🪨】    避雷制作组Wedjet Eye Games，老惯犯了用女主角把人骗进来看老💡故事,
649,Methods: The Detective Competition,探案法：侦探大赛,【魔女组：全男/男味制作组石刑场🪨】    单男制作组,
650,Methods: The Canada Files,探案法：加拿大档案,【魔女组：全男/男味制作组石刑场🪨】    单男制作组,
651,Methods: The Illusion Murders,探案法：幻象谋杀案,【魔女组：全男/男味制作组石刑场🪨】    单男制作组,
652,CATO: Buttered Cat,CATO 黄油猫,【魔女组：全男/男味制作组石刑场🪨】    避雷全男制作组：Team Woll，双男制作人，蹭🐵还玩黄油梗,
653,Sizeable,变大变小,【魔女组：全男/男味制作组石刑场🪨】    避雷全男制作组：Business Goose Studios，有关卡剪掉头发会有莫名其妙的凄厉的女性尖叫，物化且暗示疯女人,
654,TOEM: A Photo Adventure,时间：摄影冒险,【魔女组：全男/男味制作组石刑场🪨】    避雷全男制作组：Something We Made，全成就必经历酒店大堂大幅全男照片晦气的一幕；虚假无性别,
655,TOEM 2,,【魔女组：全男/男味制作组石刑场🪨】    避雷全男制作组：Something We Made。,
656,Lofi Ping Pong,节奏乒乓,【魔女组：全男/男味制作组石刑场🪨】    单男制作组，在网上发布低俗内容；游戏中像素小人都男凝,
657,Cuphead,茶杯头,【魔女组：全男/男味制作组石刑场🪨】    避雷全男制作组：Studio MDHR Entertainment Inc.，且第二性化女角色,
658,14 Minesweeper Variants,14种扫雷变体,【魔女组：全男/男味制作组石刑场🪨】    避雷制作组：Artless Games，发表“这作真靠兄弟们”“萝莉控”“幼女”“雌小鬼”等恶臭言论,
659,Eaves,重檐,【魔女组：全男/男味制作组石刑场🪨】    避雷制作组：KaKaBoBi Studio，蹭🐒,
660,Leap Year,闰跃之年,【魔女组：全男/男味制作组石刑场🪨】    单男制作组,
661,Pixel Art Academy: Learn Mode,像素画学院,【魔女组：全男/男味制作组石刑场🪨】    单男制作组。见评论，省流版：半成品+开发者化身的M字开腿q版♂小人进行指引,
662,Crashlands,崩溃大陆,【魔女组：全男/男味制作组石刑场🪨】    避雷制作组：Butterscotch Shenanigans，海报+宣传视频都无女工作人员,
663,Crashlands 2,崩溃大陆2,【魔女组：全男/男味制作组石刑场🪨】    避雷制作组：Butterscotch Shenanigans，海报+宣传视频都无女工作人员,
664,ibb & obb,艾波与欧波,【魔女组：全男/男味制作组石刑场🪨】    避雷制作组：Sparpweed，音乐部分是一个含少量女的工作室做的，其余全难负责,
